token,pos
#,NOUN
#,PUNCT
	,SPACE
победю,NOUN
	,SPACE
",",PUNCT
победю,NOUN
и,CCONJ
жару,NOUN
и,CCONJ
мороз,NOUN
.,PUNCT
"
",SPACE
Мама,NOUN
",",PUNCT
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
покрасивь,NOUN
	 ,SPACE
его,PRON
.,PUNCT
Я,PRON
хочу,VERB
",",PUNCT
чтобы,SCONJ
он,PRON
был,AUX
не,PART
тухлый,ADJ
.,PUNCT
Он,PRON
растухнется,VERB
?,PUNCT
"
",SPACE
Видишь,VERB
",",PUNCT
как,SCONJ
я,PRON
хорошо,ADV
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
приудобился,VERB
	,SPACE
.,PUNCT
"
",SPACE
-,NOUN
Папа,NOUN
",",PUNCT
уже,ADV
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
расгащивается,VERB
	,SPACE
!,PUNCT
-,PUNCT
крикнула,VERB
отцу,NOUN
пятилетняя,ADJ
дочь,NOUN
",",PUNCT
когда,SCONJ
гости,NOUN
",",PUNCT
пришедшие,VERB
к,ADP
матери,NOUN
",",PUNCT
стали,VERB
понемногу,ADV
расходиться,VERB
.,PUNCT
"
",SPACE
-,PUNCT
За,ADP
это,PRON
нельзя,ADV
браться,VERB
",",PUNCT
а,CCONJ
за,ADP
это,PRON
еще,ADV
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
нельзей,NOUN
	,SPACE
",",PUNCT
да,PART
?,PUNCT
"
",SPACE
Ну,PART
и,CCONJ
какие,DET
достойные,ADJ
люди,NOUN
меня,PRON
еще,ADV
читают,VERB
",",PUNCT
не,PART
имея,VERB
жж,PROPN
или,CCONJ
не,PART
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
френдя,NOUN
	,SPACE
?,PUNCT
"
",SPACE
Немь,ADV
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
лукает,VERB
	 ,SPACE
луком,NOUN
немным,ADJ
"
	",SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
Крылышкуя,PROPN
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
золотописьмом,NOUN
"
",SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
Крылышкуя,PROPN
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
золотописьмом,NOUN
	,SPACE
Тончайших,VERB
жил,VERB
",",PUNCT
"
",SPACE
Бутявка,PROPN
вычучилась,VERB
",",PUNCT
 	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
вздребезнулась,VERB
	,SPACE
",",PUNCT
 ,SPACE
сопритюкнулась,VERB
и,CCONJ
усяпала,VERB
с,ADP
напушки,NOUN
.,PUNCT
"
",SPACE
Бутявка,NOUN
же,PART
не,PART
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
вазит,VERB
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
Калушу,NOUN
"
",SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
вазит,VERB
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
Калушу,PROPN
	,SPACE
",",PUNCT
а,CCONJ
"
",SPACE
",",PUNCT
а,CCONJ
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
шмерендит,NOUN
"	
",SPACE
Сяпала,VERB
Калуша,PROPN
по,ADP
напушке,NOUN
и,CCONJ
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
увазила,VERB
	,SPACE
Бутявку,PROPN
.,PUNCT
"
	",SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
Кругтелся,VERB
	,SPACE
",",PUNCT
винтясь,VERB
по,ADP
земле,NOUN
",",PUNCT
"
",SPACE
",",PUNCT
винтясь,VERB
по,ADP
земле,NOUN
",",PUNCT
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
Склипких,ADJ
	,SPACE
козей,NOUN
царапистый,ADJ
"
",SPACE
Тихо,PROPN
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
мисиков,NOUN
	 ,SPACE
стайка,NOUN
"
 ",SPACE
стайка,NOUN
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
грустела,NOUN
	 ,SPACE
во,ADP
мгле,PROPN
",",PUNCT
"
",SPACE
Зеленавки,NOUN
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
хрющали,VERB
	 ,SPACE
порой,NOUN
.,PUNCT
"
",SPACE
Я,PRON
в,ADP
тебя,PRON
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
грезитвой,ADJ
	 ,SPACE
мечу,NOUN
",",PUNCT
"
",SPACE
Бывший,ADJ
разведчик,NOUN
работал,VERB
инженером,NOUN
на,ADP
комбинате,NOUN
«,PUNCT
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
Росторгмонтаж,PROPN
	,SPACE
»,PUNCT
"
",SPACE
В,ADP
1917,ADJ
году,NOUN
появилась,VERB
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
ВЧК,PROPN
	,SPACE
.,PUNCT
В,ADP
феврале,NOUN
1922,ADJ
г.,NOUN
ее,PRON
переименовали,VERB
в,ADP
ГПУ,PROPN
.,PUNCT
В,ADP
ноябре,NOUN
того,DET
же,PART
года,NOUN
создается,VERB
"
",SPACE
.,PUNCT
В,ADP
феврале,NOUN
1922,ADJ
г.,NOUN
ее,PRON
переименовали,VERB
в,ADP
ГПУ,PROPN
.,PUNCT
В,ADP
ноябре,NOUN
того,DET
же,PART
года,NOUN
создается,VERB
	,SPACE
#,NOUN
#,NOUN
#,PUNCT
	,SPACE
ОГПУ,PROPN
	,SPACE
",",PUNCT
которое,PRON
в,ADP
1934,ADJ
г.,NOUN
входит,VERB
в,ADP
состав,NOUN
НКВД,PROPN
",",PUNCT
а,CCONJ
в,ADP
феврале,NOUN
1941,ADJ
г.,NOUN
разделяется,VERB
на,ADP
НКГБ,PROPN
и,CCONJ
НКВД,PROPN
"
",SPACE
Остается,VERB
загадкой,NOUN
",",PUNCT
кто,PRON
в,ADP
этом,DET
случае,NOUN
заплатил,VERB
более,ADV
$,NUM
9,NUM
млрд,NOUN
за,ADP
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
БФГ,PROPN
	,SPACE
",",PUNCT
которая,PRON
выиграла,VERB
аукцион,NOUN
по,ADP
акциям,NOUN
ЮНГ,PROPN
19,ADJ
декабря,NOUN
и,CCONJ
затем,ADV
была,AUX
продана,VERB
«,PUNCT
Роснефти,PROPN
»,PUNCT
.,PUNCT
"
",SPACE
В,ADP
приемной,ADJ
кампании,NOUN
2008,ADJ
года,NOUN
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
ФАКИ,PROPN
	,SPACE
занял,VERB
1,NUM
место,NOUN
по,ADP
числу,NOUN
поданных,ADJ
заявлений,NOUN
и,CCONJ
выдержавших,VERB
вступительные,ADJ
экзамены,NOUN
.,PUNCT
(,PUNCT
Речь,NOUN
идёт,VERB
о,ADP
факультете,NOUN
аэрофизики,NOUN
и,CCONJ
космических,ADJ
исследований,NOUN
–,PUNCT
Е.,PROPN
С.,PROPN
),PUNCT
"
",SPACE
Одним,NUM
из,ADP
основных,ADJ
учебных,ADJ
институтов,NOUN
становится,VERB
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
МФТИ,PROPN
	,SPACE
",",PUNCT
основанный,VERB
в,ADP
1946,ADJ
году,NOUN
"
 ",SPACE
Московский,ADJ
финансово,ADJ
-,ADJ
экономический,ADJ
институт,NOUN
(,PUNCT
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
МФЭИ,PROPN
	,SPACE
),PUNCT
был,AUX
открыт,VERB
в,ADP
1993,ADJ
г.,NOUN
"
",SPACE
Если,SCONJ
бы,AUX
дорога,NOUN
до,ADP
любимого,ADJ
	,SPACE
#,SYM
#,SYM
#,PUNCT
	 ,SPACE
МГТУ,PROPN
	 ,SPACE
им.,NOUN
Н.,PROPN
Э.,PROPN
Баумана,PROPN
занимала,VERB
хотя,PART
бы,PART
час,NOUN
!,PUNCT
"
",SPACE
Со,ADP
стороны,NOUN
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
посмертья,NOUN
	 ,SPACE
эту,DET
же,PART
долгую,ADJ
",",PUNCT
даже,PART
вечную,ADJ
бытийность,NOUN
смерти,NOUN
обозначил,VERB
Лао,PROPN
Цзы,PROPN
.,PUNCT
Речь,NOUN
идет,VERB
не,PART
о,ADP
том,PRON
",",PUNCT
что,SCONJ
человек,NOUN
умирает,VERB
",",PUNCT
т.е.,PUNCT
из,ADP
живого,ADJ
становится,VERB
мертвым,ADJ
",",PUNCT
 ,SPACE
а,CCONJ
о,ADP
том,PRON
",",PUNCT
что,SCONJ
он,PRON
"
 ",SPACE
эту,DET
же,PART
долгую,ADJ
",",PUNCT
даже,PART
вечную,ADJ
бытийность,NOUN
смерти,NOUN
обозначил,VERB
Лао,PROPN
Цзы,PROPN
.,PUNCT
Речь,NOUN
идет,VERB
не,PART
о,ADP
том,PRON
",",PUNCT
что,SCONJ
человек,NOUN
умирает,VERB
",",PUNCT
т.е.,PUNCT
из,ADP
живого,ADJ
становится,VERB
мертвым,ADJ
",",PUNCT
 ,SPACE
а,CCONJ
о,ADP
том,PRON
",",PUNCT
что,SCONJ
он,PRON
	,SPACE
#,SYM
#,NOUN
#,PUNCT
	,SPACE
смертствует,VERB
	,SPACE
",",PUNCT
т.е.,PUNCT
совершает,VERB
то,PRON
",",PUNCT
что,SCONJ
достойно,ADV
сознательно,ADV
смертного,VERB
существа,NOUN
.,PUNCT
"
",SPACE
Заглянула,VERB
под,ADP
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
грызомый,VERB
	 ,SPACE
объект,NOUN
–,PUNCT
никого,PRON
.,PUNCT
"
",SPACE
--,PUNCT
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
Б,PROPN
-,ADV
быстро,ADV
	,SPACE
"шли,--",NOUN
сипел,VERB
Гусев,PROPN
",",PUNCT
оправдываясь,VERB
.,PUNCT
"
",SPACE
Но,CCONJ
до,ADP
наркоманов,NOUN
всем,PRON
далеко,ADV
",",PUNCT
для,ADP
этого,PRON
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
дооолго,ADV
	,SPACE
зависать,VERB
надо,ADV
",",PUNCT
насколько,ADV
я,PRON
поняла,VERB
.,PUNCT
"
",SPACE
--,PUNCT
Действительно,ADJ
",",PUNCT
чего,PRON
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
заздря,NOUN
	,SPACE
человека,NOUN
"толкать,--",PROPN
добавил,VERB
мужичок,NOUN
Пантелеймон,PROPN
.,PUNCT
"
",SPACE
«,PUNCT
красное,ADJ
»,PUNCT
нам,PRON
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
западло,VERB
	,SPACE
",",PUNCT
и,CCONJ
мы,PRON
в,ADP
эту,DET
сторону,NOUN
не,PART
пойдем,VERB
...,PUNCT
"
",SPACE
Значит,VERB
",",PUNCT
он,PRON
снова,ADV
стал,VERB
ей,PRON
прекрасен,ADJ
и,CCONJ
важнее,ADJ
всего,PRON
на,ADP
свете,NOUN
:,PUNCT
дома,NOUN
",",PUNCT
семьи,NOUN
",",PUNCT
мужа,NOUN
",",PUNCT
репутации,NOUN
",",PUNCT
снова,ADV
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
захлебно,ADJ
	,SPACE
",",PUNCT
ошалело,VERB
любим,VERB
в,ADP
нынешнем,ADJ
убогом,ADJ
облике,NOUN
...,PUNCT
"
",SPACE
Энергия,NOUN
",",PUNCT
естественно,ADV
",",PUNCT
переходит,VERB
в,ADP
тепло,NOUN
",",PUNCT
выделяемое,VERB
сопротивлением,NOUN
;,PUNCT
это,PRON
так,ADV
называемые,VERB
тепловые,ADJ
потери,NOUN
",",PUNCT
или,CCONJ
	,SPACE
#,SYM
#,SYM
#,PUNCT
	,SPACE
джоулево,PROPN
	,SPACE
тепло,NOUN
.,PUNCT
"
",SPACE
