token,pos
часов,NOUN
(,X
система,NOUN
баланс,NOUN
/,X
спираль,NOUN
/,X
спуск,NOUN
),X
помещается,VERB
в,PREP
«,X
каретку,NOUN
»,X
",",X
которая,ADJF
вращается,VERB
вокруг,PREP
собственной,ADJF
оси,NOUN
",",X
обычно,ADVB
со,PREP
скоростью,NOUN
1,X
оборот,NOUN
в,PREP
минуту,NOUN
.,X
широкие,ADJF
указатели,NOUN
делений,NOUN
выполнены,PRTS
из,PREP
золота,NOUN
",",X
арабские,ADJF
цифры,NOUN
и,CONJ
счётчик,NOUN
минут,NOUN
покрыты,PRTS
напылением,NOUN
из,PREP
розового,ADJF
золота,NOUN
",",X
отметки,NOUN
секунд,NOUN
рассыпаны,PRTS
по,PREP
белому,ADJF
диску,NOUN
",",X
контуры,NOUN
которого,ADJF
#,X
#,X
#,X
напылены,NOUN
розовым,ADJF
золотом,NOUN
.,X
использованы,PRTS
высокотехнологичные,ADJF
материалы,NOUN
:,X
корпус,NOUN
из,PREP
титана,NOUN
с,PREP
#,X
#,X
#,X
ультралёгким,ADJF
и,CONJ
сверхтвёрдым,ADJF
",",X
около,PREP
4000,X
hv,X
",",X
покрытием,NOUN
dlc,X
(,X
«,X
и,CONJ
сверхтвёрдым,ADJF
",",X
около,PREP
4000,X
hv,X
",",X
покрытием,NOUN
dlc,X
(,X
«,X
#,X
#,X
#,X
алмазоподобный,ADJF
углерод,NOUN
»,X
),X
",",X
циферблат,NOUN
из,PREP
углеродного,ADJF
волокна,NOUN
",",X
что,CONJ
в,PREP
ещё,ADVB
большей,ADJF
степени,NOUN
улучшает,VERB
характеристики,NOUN
часов,NOUN
.,X
коньяк,NOUN
x,X
.,X
o,X
.,X
заполняет,VERB
великолепную,ADJF
бутылку-графин,NOUN
",",X
оформленную,PRTF
золотой,ADJF
#,X
#,X
#,X
шелкографией,NOUN
и,CONJ
создающую,PRTF
тонкую,ADJF
игру,NOUN
света,NOUN
",",X
проходящего,PRTF
через,PREP
коньяк,NOUN
.,X
на,PREP
#,X
#,X
#,X
контрэтикетке,NOUN
указан,PRTS
сорт,NOUN
винограда,NOUN
",",X
из,PREP
которого,ADJF
произведён,PRTS
коньяк,NOUN
",",X
описаны,PRTS
его,NPRO
вкусовые,ADJF
качества,NOUN
и,CONJ
традиционный,ADJF
способ,NOUN
изготовления,NOUN
.,X
белое,ADJF
#,X
#,X
#,X
пино-де-шарант,NOUN
представляет,VERB
собой,NPRO
мощное,ADJF
и,CONJ
хорошо,ADVB
сбалансированное,ADJF
вино,NOUN
",",X
выдерживаемое,PRTF
на,PREP
коньячном,ADJF
спирту,NOUN
в,PREP
бочках,NOUN
из,PREP
дубов,NOUN
лимузена,NOUN
.,X
обычно,ADVB
пьётся,VERB
охлаждённым,PRTF
в,PREP
качестве,NOUN
аперитива,NOUN
",",X
может,VERB
также,PRCL
сопровождать,INFN
десерт,NOUN
.,X
бархатистый,ADJF
энергичный,ADJF
коньяк,NOUN
",",X
дегустация,NOUN
которого,ADJF
#,X
#,X
#,X
запечатлится,VERB
в,PREP
вашей,ADJF
памяти,NOUN
в,PREP
виде,NOUN
самых,ADJF
приятных,ADJF
воспоминаний,NOUN
.,X
это,PRCL
округлое,ADJF
",",X
с,PREP
выраженной,ADJF
#,X
#,X
#,X
фруктовостью,NOUN
вино,NOUN
создано,PRTS
для,PREP
наслаждения,NOUN
:,X
оно,NPRO
начинает,VERB
воздействовать,INFN
прямо,ADVB
",",X
создавая,GRND
объёмный,ADJF
вкус,NOUN
.,X
от,PREP
полных,ADJF
солнечного,ADJF
света,NOUN
островов,NOUN
ре,NOUN
и,CONJ
олерон,NOUN
",",X
от,PREP
ониса,NOUN
и,CONJ
сентонжа,NOUN
до,PREP
удалённых,ADJF
уголков,NOUN
шаранты,NOUN
мы,NPRO
чувствуем,VERB
себя,NPRO
в,PREP
сказочном,ADJF
краю,NOUN
феи,NOUN
#,X
#,X
#,X
мелузины,NOUN
и,CONJ
спящей,PRTF
красавицы,NOUN
.,X
легкосмываемый,PRTF
#,X
#,X
#,X
водорастворимый,ADJF
маркёр,NOUN
оптимально,ADVB
подходит,VERB
для,PREP
неперманентной,ADJF
маркировки,NOUN
по,PREP
пластику,NOUN
",",X
стеклу,NOUN
",",X
окрашенным,PRTF
металлическим,ADJF
поверхностям,NOUN
",",X
полированному,PRTF
алюминию,NOUN
",",X
автомобильным,ADJF
амортизаторам,NOUN
",",X
специальным,ADJF
металлам,NOUN
.,X
спрей-активатор,NOUN
:,X
активатор,NOUN
для,PREP
ускорения,NOUN
схватывания,NOUN
#,X
#,X
#,X
цианакрилатных,ADJF
клеёв,NOUN
.,X
в,PREP
стандартном,ADJF
варианте,NOUN
на,PREP
заводе,NOUN
для,PREP
#,X
#,X
#,X
вентиляторных,ADJF
блоков,NOUN
выполняется,VERB
разводка,NOUN
кабелей,NOUN
и,CONJ
необходимые,ADJF
подключения,NOUN
",",X
которые,ADJF
сосредоточены,PRTS
:,X
но,CONJ
не,PRCL
могла,VERB
она,NPRO
просто,PRCL
оставить,INFN
драгоценное,ADJF
колечко,NOUN
(,X
а,CONJ
скорее,CONJ
#,X
#,X
#,X
кольчище,COMP
),X
на,PREP
полу,NOUN
.,X
у,PREP
нас,NPRO
тут,ADVB
в,PREP
аргентине,NOUN
такая,ADJF
#,X
#,X
#,X
жарина,NOUN
!,X
!,X
#,X
#,X
#,X
опупеть,NOUN
можно,PRED
!,X
!,X
!,X
!,X
!,X
!,X
!,X
!,X
!,X
!,X
!,X
!,X
необходимо,PRED
",",X
чтобы,CONJ
отстоять,INFN
свою,ADJF
честь,NOUN
и,CONJ
достоинство,NOUN
человека,NOUN
и,CONJ
всё,PRCL
здесь,ADVB
присутствующие,PRTF
согласны,ADJS
иметь,INFN
#,X
#,X
#,X
кулакасто-добрясто-шкафастое,ADJF
рядом,ADVB
в,PREP
#,X
#,X
#,X
обосенённую,PRTF
тишину,NOUN
.,X
мы,NPRO
целый,ADJF
год,NOUN
кружили,VERB
по,PREP
разным,ADJF
странам,NOUN
",",X
и,CONJ
у,PREP
меня,NPRO
уже,ADVB
голова,NOUN
заболела,VERB
от,PREP
этой,ADJF
#,X
#,X
#,X
кружали,VERB
.,X
#,X
#,X
#,X
возрадывайтесь,VERB
",",X
френды,NOUN
",",X
френдини,NOUN
",",X
",",X
френды,NOUN
",",X
френдини,NOUN
",",X
#,X
#,X
#,X
френдята,NOUN
и,CONJ
френдятинки,NOUN
мы,NPRO
сидели,VERB
",",X
вечер,NOUN
#,X
#,X
#,X
пья,X
.,X
а,CONJ
лишь,PRCL
#,X
#,X
#,X
стригя,GRND
волосы,NOUN
и,CONJ
волосы,NOUN
и,CONJ
#,X
#,X
#,X
пекя,GRND
эпиграммы,NOUN
.,X
клеёный,ADJF
брус,NOUN
и,CONJ
клеёное,ADJF
бревно,NOUN
–,X
#,X
#,X
#,X
деревяннее,NOUN
деревянного,ADJF
.,X
он,NPRO
с,PREP
огромного,ADJF
фото,NOUN
#,X
#,X
#,X
невянуще,ADJS
улыбался,VERB
сам,ADJF
«,X
#,X
#,X
#,X
газпром,NOUN
»,X
решил,VERB
не,PRCL
объявлять,INFN
оферту,NOUN
миноритариям,NOUN
тгк-1,X
.,X
мой,ADJF
дух,NOUN
",",X
с,PREP
#,X
#,X
#,X
веселием,NOUN
внемли,VERB
…,X
как,CONJ
нил,NOUN
",",X
народы,NOUN
#,X
#,X
#,X
напояет,VERB
в,PREP
воздухе,NOUN
#,X
#,X
#,X
висю,NOUN
и,CONJ
фотографирую,VERB
.,X
вы,NPRO
идите,VERB
домой,ADVB
",",X
а,CONJ
я,NPRO
когда,CONJ
здесь,ADVB
#,X
#,X
#,X
набудусь,NOUN
",",X
то,CONJ
вы,NPRO
за,PREP
мной,NPRO
придёте,VERB
…,X
#,X
#,X
#,X
побежу,VERB
",",X
нет,PRED
",",X
",",X
нет,PRED
",",X
#,X
#,X
#,X
победю,NOUN
",",X
победю,NOUN
и,CONJ
жару,NOUN
и,CONJ
мороз,NOUN
.,X
мама,NOUN
",",X
#,X
#,X
#,X
покрасивь,VERB
его,NPRO
.,X
я,NPRO
хочу,VERB
",",X
чтобы,CONJ
он,NPRO
был,VERB
не,PRCL
тухлый,ADJF
.,X
он,NPRO
растухнется,VERB
?,X
видишь,VERB
",",X
как,CONJ
я,NPRO
хорошо,ADVB
#,X
#,X
#,X
приудобился,VERB
.,X
-,X
папа,NOUN
",",X
уже,ADVB
#,X
#,X
#,X
расгащивается,VERB
!,X
-,X
крикнула,VERB
отцу,NOUN
пятилетняя,ADJF
дочь,NOUN
",",X
когда,CONJ
гости,NOUN
",",X
пришедшие,PRTF
к,PREP
матери,NOUN
",",X
стали,VERB
понемногу,ADVB
расходиться,INFN
.,X
-,X
за,PREP
это,PRCL
нельзя,PRED
браться,INFN
",",X
а,CONJ
за,PREP
это,PRCL
ещё,ADVB
#,X
#,X
#,X
нельзей,NOUN
",",X
да,PRCL
?,X
ну,PRCL
и,CONJ
какие,ADJF
достойные,ADJF
люди,NOUN
меня,NPRO
ещё,ADVB
читают,VERB
",",X
не,PRCL
имея,GRND
жж,NOUN
или,CONJ
не,PRCL
#,X
#,X
#,X
френдя,GRND
?,X
немь,ADVB
#,X
#,X
#,X
лукает,VERB
луком,NOUN
немным,ADJF
#,X
#,X
#,X
крылышкуя,NOUN
#,X
#,X
#,X
золотописьмом,NOUN
#,X
#,X
#,X
крылышкуя,NOUN
#,X
#,X
#,X
золотописьмом,NOUN
тончайших,ADJF
жил,VERB
",",X
бутявка,NOUN
вычучилась,VERB
",",X
#,X
#,X
#,X
вздребезнулась,VERB
",",X
сопритюкнулась,VERB
и,CONJ
усяпала,VERB
с,PREP
напушки,NOUN
.,X
бутявка,NOUN
же,PRCL
не,PRCL
#,X
#,X
#,X
вазит,NOUN
#,X
#,X
#,X
калушу,NOUN
#,X
#,X
#,X
вазит,NOUN
#,X
#,X
#,X
калушу,NOUN
",",X
а,CONJ
",",X
а,CONJ
#,X
#,X
#,X
шмерендит,NOUN
сяпала,VERB
калуша,NOUN
по,PREP
напушке,NOUN
и,CONJ
#,X
#,X
#,X
увазила,NOUN
бутявку,NOUN
.,X
#,X
#,X
#,X
кругтелся,VERB
",",X
винтясь,GRND
по,PREP
земле,NOUN
",",X
",",X
винтясь,GRND
по,PREP
земле,NOUN
",",X
#,X
#,X
#,X
склипких,ADJF
козей,NOUN
царапистый,ADJF
тихо,ADVB
#,X
#,X
#,X
мисиков,NOUN
стайка,NOUN
стайка,NOUN
#,X
#,X
#,X
грустела,NOUN
во,PREP
мгле,NOUN
",",X
зеленавки,NOUN
#,X
#,X
#,X
хрющали,NOUN
порой,ADVB
.,X
я,NPRO
в,PREP
тебя,NPRO
#,X
#,X
#,X
грезитвой,NOUN
мечу,NOUN
",",X
бывший,ADJF
разведчик,NOUN
работал,VERB
инженером,NOUN
на,PREP
комбинате,NOUN
«,X
#,X
#,X
#,X
росторгмонтаж,NOUN
»,X
в,PREP
1917,X
году,NOUN
появилась,VERB
#,X
#,X
#,X
вчк,X
.,X
в,PREP
феврале,NOUN
1922,X
г,NOUN
.,X
её,NPRO
переименовали,VERB
в,PREP
гпу,NOUN
.,X
в,PREP
ноябре,NOUN
того,ADJF
же,PRCL
года,NOUN
создаётся,VERB
.,X
в,PREP
феврале,NOUN
1922,X
г,NOUN
.,X
её,NPRO
переименовали,VERB
в,PREP
гпу,NOUN
.,X
в,PREP
ноябре,NOUN
того,ADJF
же,PRCL
года,NOUN
создаётся,VERB
#,X
#,X
#,X
огпу,NOUN
",",X
которое,ADJF
в,PREP
1934,X
г,NOUN
.,X
входит,VERB
в,PREP
состав,NOUN
нквд,NOUN
",",X
а,CONJ
в,PREP
феврале,NOUN
1941,X
г,NOUN
.,X
разделяется,VERB
на,PREP
нкгб,NOUN
и,CONJ
нквд,NOUN
остаётся,VERB
загадкой,NOUN
",",X
кто,NPRO
в,PREP
этом,NPRO
случае,NOUN
заплатил,VERB
более,ADVB
$,X
9,X
млрд,NOUN
за,PREP
#,X
#,X
#,X
бфг,X
",",X
которая,ADJF
выиграла,VERB
аукцион,NOUN
по,PREP
акциям,NOUN
юнг,NOUN
19,X
декабря,NOUN
и,CONJ
затем,ADVB
была,VERB
продана,PRTS
«,X
роснефти,NOUN
»,X
.,X
в,PREP
приёмной,ADJF
кампании,NOUN
2008,X
года,NOUN
#,X
#,X
#,X
факи,NOUN
занял,VERB
1,X
место,NOUN
по,PREP
числу,NOUN
поданных,PRTF
заявлений,NOUN
и,CONJ
выдержавших,PRTF
вступительные,ADJF
экзамены,NOUN
.,X
(,X
речь,NOUN
идёт,VERB
о,PREP
факультете,NOUN
аэрофизики,NOUN
и,CONJ
космических,ADJF
исследований,NOUN
–,X
е,VERB
.,X
с,PREP
.,X
),X
одним,ADJF
из,PREP
основных,ADJF
учебных,ADJF
институтов,NOUN
становится,VERB
#,X
#,X
#,X
мфти,NOUN
",",X
основанный,PRTF
в,PREP
1946,X
году,NOUN
московский,ADJF
финансово-экономический,ADJF
институт,NOUN
(,X
#,X
#,X
#,X
мфэи,NOUN
),X
был,VERB
открыт,PRTS
в,PREP
1993,X
г,NOUN
.,X
если,CONJ
бы,PRCL
дорога,NOUN
до,PREP
любимого,ADJF
#,X
#,X
#,X
мгту,NOUN
им,NPRO
.,X
н,NOUN
.,X
э,INTJ
.,X
баумана,NOUN
занимала,VERB
хотя,CONJ
бы,PRCL
час,NOUN
!,X
со,PREP
стороны,NOUN
#,X
#,X
#,X
посмертья,NOUN
эту,ADJF
же,PRCL
долгую,ADJF
",",X
даже,PRCL
вечную,ADJF
бытийность,NOUN
смерти,NOUN
обозначил,VERB
лао,X
цзы,X
.,X
речь,NOUN
идёт,VERB
не,PRCL
о,PREP
том,ADJF
",",X
что,CONJ
человек,NOUN
умирает,VERB
",",X
т,ADVB
.,X
е,VERB
.,X
из,PREP
живого,ADJF
становится,VERB
мёртвым,NOUN
",",X
а,CONJ
о,PREP
том,ADJF
",",X
что,CONJ
он,NPRO
эту,ADJF
же,PRCL
долгую,ADJF
",",X
даже,PRCL
вечную,ADJF
бытийность,NOUN
смерти,NOUN
обозначил,VERB
лао,X
цзы,X
.,X
речь,NOUN
идёт,VERB
не,PRCL
о,PREP
том,ADJF
",",X
что,CONJ
человек,NOUN
умирает,VERB
",",X
т,ADVB
.,X
е,VERB
.,X
из,PREP
живого,ADJF
становится,VERB
мёртвым,NOUN
",",X
а,CONJ
о,PREP
том,ADJF
",",X
что,CONJ
он,NPRO
#,X
#,X
#,X
смертствует,VERB
",",X
т,ADVB
.,X
е,VERB
.,X
совершает,VERB
то,CONJ
",",X
что,CONJ
достойно,ADVB
сознательно,ADVB
смертного,NOUN
существа,NOUN
.,X
заглянула,VERB
под,PREP
#,X
#,X
#,X
грызомый,ADJF
объект,NOUN
–,X
никого,NPRO
.,X
--,X
#,X
#,X
#,X
б-быстро,ADVB
шли,VERB
",",X
--,X
сипел,VERB
гусев,NOUN
",",X
оправдываясь,GRND
.,X
но,CONJ
до,PREP
наркоманов,NOUN
всем,ADJF
далеко,ADVB
",",X
для,PREP
этого,NPRO
#,X
#,X
#,X
дооолго,ADVB
зависать,INFN
надо,PRED
",",X
насколько,ADVB
я,NPRO
поняла,VERB
.,X
--,X
действительно,ADVB
",",X
чего,NPRO
#,X
#,X
#,X
заздря,NOUN
человека,NOUN
толкать,INFN
",",X
--,X
добавил,VERB
мужичок,NOUN
пантелеймон,NOUN
.,X
«,X
красное,ADJF
»,X
нам,NPRO
#,X
#,X
#,X
западло,NOUN
",",X
и,CONJ
мы,NPRO
в,PREP
эту,ADJF
сторону,NOUN
не,PRCL
пойдём,VERB
.,X
.,X
.,X
значит,CONJ
",",X
он,NPRO
снова,ADVB
стал,VERB
ей,NPRO
прекрасен,ADJS
и,CONJ
важнее,COMP
всего,ADJF
на,PREP
свете,NOUN
:,X
дома,NOUN
",",X
семьи,NOUN
",",X
мужа,NOUN
",",X
репутации,NOUN
",",X
снова,ADVB
#,X
#,X
#,X
захлебно,ADJS
",",X
ошалело,ADVB
любим,NOUN
в,PREP
нынешнем,ADJF
убогом,ADJF
облике,NOUN
.,X
.,X
.,X
энергия,NOUN
",",X
естественно,ADVB
",",X
переходит,VERB
в,PREP
тепло,ADVB
",",X
выделяемое,PRTF
сопротивлением,NOUN
;,X
это,PRCL
так,CONJ
называемые,PRTF
тепловые,ADJF
потери,NOUN
",",X
или,CONJ
#,X
#,X
#,X
джоулево,ADJS
тепло,ADVB
.,X
